patterns,Supp X,Supp Y,Supp Z
(2+3+4+7+8+),1.0,0.12,0.69
(7+8+)(2+3+6+)(1+2+3+6+),0.44,0.1,0.67
(7+8+)(2+7+8+),0.44,0.08,0.67
(7+8+)(0+2+5+)(1+3+4+),0.44,0.06,0.67
(7+8+)(0+4+5+),0.44,0.05,0.67
(1+3+4+8+),0.89,0.1,0.68
(3+8+9+)(1+2+3+6+),0.44,0.11,0.67
(3+5-)(2+3+6+)(1+2+3+6+),0.44,0.07,0.67
(3+5-)(5+9-)(0+2+5+)(1+3+4+),0.44,0.06,0.67
(3+5-)(3+5+),0.44,0.05,0.67
(3+5-)(2+7+8+),0.44,0.07,0.67
(3+5-)(5+9+),0.44,0.06,0.67
(3+5-)(0+4+5+),0.44,0.05,0.67
(2+3+9+)(1+2+3+6+),0.44,0.07,0.67
(2+3+9+)(2+7+8+),0.44,0.08,0.67
(2+4+6+)(1+2+3+6+),0.44,0.08,0.67
(2+4+7+8+),1.0,0.12,0.69
(4+7+9+)(1+2+3+6+),0.44,0.1,0.67
(1+4+9+)(2+3+6+)(1+2+3+6+),0.44,0.08,0.67
(1+4+9+)(2+7+8+),0.44,0.07,0.67
(8+)(2+3+6+)(1+2+3+6+),0.44,0.26,0.67
(8+)(5+9-)(0+2+5+)(1+3+4+),0.44,0.06,0.67
(8+)(2+8-)(3+5-)(5+9-),0.56,0.06,0.67
(8+)(0+9+)(5+9+),0.44,0.06,0.67
(8+)(0+9-),0.44,0.05,0.67
(8+)(1+8-)(3+5-),0.44,0.05,0.67
(8+)(1+9-)(5+9-),0.44,0.05,0.67
(8+)(2+8+)(2+7+8+),0.44,0.08,0.67
(8+)(0+4+5+),0.44,0.06,0.67
(1+6+7+8+),0.89,0.11,0.68
(0+1+5+)(2+7+8+),0.44,0.08,0.67
(0+1+5+)(0+2+5+)(1+3+4+),0.44,0.06,0.67
(2+8-)(3+5-)(5+9-),0.56,0.06,0.67
(3+5+)(2+7+8+),0.44,0.09,0.67
(3+5+)(5+9-)(0+2+5+)(1+3+4+),0.44,0.06,0.67
(3+5+)(5+9+),0.44,0.06,0.67
(3+5+)(0+4+5+),0.44,0.05,0.67
(2+8+)(2+3+6+)(1+2+3+6+),0.44,0.09,0.67
(2+8+)(5+9-)(0+2+5+)(1+3+4+),0.44,0.06,0.67
(2+8+)(3+5+),0.44,0.05,0.67
(2+8+)(3+5-)(5+9-),0.56,0.06,0.67
(2+8+)(2+7+8+),0.44,0.07,0.67
(2+8+)(5+9+),0.44,0.06,0.67
(2+8+)(0+4+5+),0.44,0.05,0.67
(2+3+4+7+9+),0.44,0.05,0.67
(7+9+)(2+3+6+)(1+2+3+6+),0.44,0.09,0.67
(7+9+)(2+7+8+),0.44,0.08,0.67
(7+9+)(0+2+5+)(1+3+4+),0.44,0.06,0.67
(7+9+)(0+4+5+),0.44,0.05,0.67
(1+2+3+7+8+),0.67,0.07,0.68
(4+8+9+)(1+2+3+6+),0.44,0.11,0.67
(2+3+6+)(1+2+3+6+),0.44,0.08,0.67
(9+)(2+3+6+)(1+2+3+6+),0.44,0.26,0.67
(9+)(5+9-)(0+2+5+)(1+3+4+),0.44,0.06,0.67
(9+)(2+8-)(3+5-)(5+9-),0.56,0.06,0.67
(9+)(0+9+)(5+9+),0.44,0.06,0.67
(9+)(0+9-),0.44,0.05,0.67
(9+)(1+8-)(3+5-),0.44,0.05,0.67
(9+)(1+9-)(5+9-),0.44,0.05,0.67
(9+)(2+8+)(2+7+8+),0.44,0.08,0.67
(9+)(0+4+5+),0.44,0.06,0.67
(1+2+3+8+),0.67,0.08,0.68
(0+2+7+)(2+3+6+)(1+2+3+6+),0.44,0.07,0.67
(0+2+7+)(2+7+8+),0.44,0.07,0.67
(0+2+7+)(1+3+4+),0.44,0.07,0.67
(0+2+7+)(0+4+5+),0.44,0.06,0.67
(3+6-)(2+7+8+),0.44,0.09,0.67
(3+6-)(5+9-)(0+2+5+)(1+3+4+),0.44,0.06,0.67
(3+6-)(5+9+),0.44,0.06,0.67
(3+6-)(0+4+5+),0.44,0.05,0.67
(1+3+6+8+),1.0,0.15,0.69
(2+9-)(3+5-),0.44,0.06,0.67
